star_id,var_index,chi2_nu,x_ref,y_ref,ra_ref,dec_ref,chi,sharp,mag_fl05201708310076e91,mag_fl05201708020077e91,mag_fl05201708020078e91,mag_fl05201708020079e91,mag_fl05201708020100e91,mag_fl05201708020101e91,mag_fl05201708020102e91,mag_fl05201708290081e91,mag_fl05201708290082e91,mag_fl05201708290083e91,mag_fl05201708290096e91,mag_fl05201708290097e91,mag_fl05201708290098e91,mag_fl05201708310077e91,mag_fl05201708310078e91,mag_fl05201708310099e91,mag_fl05201708310100e91,mag_fl05201708310101e91,err_fl05201708310076e91,err_fl05201708020077e91,err_fl05201708020078e91,err_fl05201708020079e91,err_fl05201708020100e91,err_fl05201708020101e91,err_fl05201708020102e91,err_fl05201708290081e91,err_fl05201708290082e91,err_fl05201708290083e91,err_fl05201708290096e91,err_fl05201708290097e91,err_fl05201708290098e91,err_fl05201708310077e91,err_fl05201708310078e91,err_fl05201708310099e91,err_fl05201708310100e91,err_fl05201708310101e91,
0,0.77,0.5134148837166314,1939.251,31.085,273.659205189,78.6550999842,19.9233,-2.2942,11.8750,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,11.7431,11.8439,99.9999,99.9999,99.9999,0.1085,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,0.0927,0.0921,9.9999,9.9999,9.9999
1,1.55,1.8881729467238664,912.371,43.351,274.223717758,78.6564508106,0.8906,-0.0084,14.4620,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,14.4611,14.4999,99.9999,99.9999,99.9999,0.0181,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,0.0146,0.0162,9.9999,9.9999,9.9999
2,0.60,0.31058131991074234,2054.987,49.772,273.595522813,78.6570506293,1.2096,-0.0879,11.9580,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,11.9531,11.9519,99.9999,99.9999,99.9999,0.0061,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,0.0056,0.0054,9.9999,9.9999,9.9999
3,1.55,2.4741073123622237,3.309,68.705,274.723633021,78.6583187115,1.7217,4.9293,99.9999,16.6391,16.1342,16.3897,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,9.9999,0.2360,0.1445,0.2063,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999
4,1.55,3.261545433349445,424.723,72.021,274.49194408,78.6591868246,0.9424,0.0579,14.7440,14.6881,14.6702,14.6377,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,14.7461,14.7529,14.7028,14.7313,14.7271,0.0183,0.0238,0.0268,0.0234,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,0.0223,0.0192,0.0238,0.0217,0.0199
5,2.08,4.594621662193995,1831.462,76.770,273.718355343,78.6600929969,0.9320,0.0103,14.0140,13.9651,13.9362,13.9457,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,14.0031,14.0129,13.9818,13.9703,13.9841,0.0122,0.0154,0.0151,0.0158,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,0.0112,0.0119,0.0127,0.0118,0.0119
6,0.92,0.982267606262741,569.816,81.119,274.412199912,78.6603042262,0.9801,-0.1318,14.8020,14.7351,14.7542,14.7467,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,14.7321,14.7459,14.7328,14.7483,14.7561,0.0211,0.0246,0.0252,0.0315,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,0.0201,0.0220,0.0257,0.0225,0.0216
7,1.28,1.291956754743552,2449.660,82.096,273.378367683,78.6602045126,1.0318,0.0246,13.5390,13.5321,13.5392,13.5157,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,13.5351,13.5389,13.5178,13.5273,13.5091,0.0103,0.0115,0.0125,0.0121,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,0.0105,0.0116,0.0091,0.0103,0.0090
8,0.49,0.48019502969040784,3068.780,95.826,273.037806018,78.6608341685,1.2057,0.0276,11.2280,11.2261,11.2202,11.2187,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,11.2281,11.2279,11.2298,11.2283,11.2271,0.0067,0.0041,0.0060,0.0059,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,0.0035,0.0036,0.0057,0.0096,0.0032
9,1.19,1.3399720306737133,558.259,106.851,274.41866806,78.6630767713,0.8848,-0.1233,15.5940,15.7001,15.5522,15.6327,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,15.6601,15.6409,15.7128,15.6853,15.6181,0.0405,0.0446,0.0557,0.0585,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,9.9999,0.0347,0.0446,0.0397,0.0429,0.0367
